name	css	codepoint	categories	popularity	terms
tv_signin	ms:ms ms-tv_signin	e71b	Hardware	49	access;account;Android;appliance;authentication;authorization;chrome;connection;desktop;device;display;electronic;enter;entertainment;face;hardware;Hardware;human;iOS;log in;login;mac;media;monitor;network;OS;people;person;profile;rectangle;registration;rounded corners;screen;screen.;sign in;signin;technology;television;tv;tv signin;tv_signin;user;web;window
tv_with_assistant	ms:ms ms-tv_with_assistant	e785	Household	166	ai;artificial intelligence;assistant;connection;control;device;display;electronic;entertainment;geometric;hardware;home;house;Household;interface;internet;IoT;link;living room;media;modern;monitor;nest;pairing;rectangle;screen;settings;smart;smart tv;streaming;technology;television;tv;tv with assistant;tv_with_assistant;video;voice assistant;wireless;with
two_pager	ms:ms ms-two_pager	f51f	Text	69	article;book;booklet;content;data;doc;document;document view;documents;drive;file;files;folded pages;folded paper;folder;folders;information;layout;layout view;library;magazine;open book;open document;open pages;page;pager;pages;paper;papers;presentation;publication;read;reading;report;sheet;slide;spread;text;Text;two;two pager;two pages;two_pager;view;view pages;writing
two_pager_store	ms:ms ms-two_pager_store	f3c4	Text	25	book;books;browse;business;buy;cafe;commerce;data;doc;document;double;drive;e-commerce;file;files;folder;folders;front;goods;items;layout;library;market;marketplace;merchandise;online;open;page;pager;pages;paired;paper;papers;places;products;purchase;read;reading;restaurant;retail;selection;sell;sheet;sheets;shop;shopping;side by side;slide;store;storefront;Text;two;two pager store;two_pager_store;view;writing
two_wheeler	ms:ms ms-two_wheeler	e9f9	Transit	1820	automobile;bike;car;cars;commuting;delivery;direction;driver;engine;journey;location;maps;mobility;motorbike;motorcycle;pavement;public;race;racing;ride;riding;road;route;scooter;speed;sport;street;Transit;transport;transportation;travel;two;two wheeler;two wheels;two_wheeler;urban;vehicle;vehicle type;wheeler;wheels
type_specimen	ms:ms ms-type_specimen	f8f0	Text	177	characters;creative;design;detail;display;document;editing;example;file;font;formatting;graphic;information;layout;letters;lines;page;paragraph;preview;sample;showcase;specimen;style;text;Text;type;type specimen;type_specimen;typeface;typography;view;writing
u_turn_left	ms:ms ms-u_turn_left	eba1	Transit	393	arrow;arrows;bend;change direction;circle;curve;direction;directions;driving;driving directions;guide;left;left turn;loop;maps;navigation;path;return;reversal;reverse;road;road sign;route;sign;signage;street;traffic;Transit;transport;turn;turn around;u;u turn left;u_turn_left;u-turn;vehicle
u_turn_right	ms:ms ms-u_turn_right	eba2	Transit	315	arrow;arrows;bend;car;change direction;curve;curved arrow;direction;directions;driving;gps;guidance;maneuver;map;maps;navigation;path;reverse direction;right;road;road sign;route;sign;street;symbol;traffic;Transit;transportation;travel;turn;u;u turn right;u_turn_right;u-turn;vehicle
udon	ms:ms ms-udon	ef32	Maps	7	asian food;asian noodles;asian restaurant;bowl;broth;chopsticks;comfort food;cuisine;dining;dinner;eat;food;hot food;japan;japanese;japanese food;japanese restaurant;lunch;Maps;meal;menu item;noodle bowl;noodles;ramen;restaurant;soup;steam;udon;udon noodles
ulna_radius	ms:ms ms-ulna_radius	f89d	Social	142	anatomical;anatomy;arm;arm bones;biology;body;bone;bones;diagnosis;elbow;forearm;health;health scan;healthcare;human;human body;imaging;joint;medical;medical imaging;orthopedic;radius;radius bone;scan;science;skeletal;skeletal system;skeleton;Social;ulna;ulna bone;ulna radius;ulna_radius;wrist;x-ray
ulna_radius_alt	ms:ms ms-ulna_radius_alt	f89e	Social	132	alt;anatomy;arm;biology;body;bone;bones;diagnosis;diagram;education;forearm;health;healthcare;human;limb;medical;medicine;physical;radius;scan;science;skeletal;skeleton;Social;structure;therapy;treatment;ulna;ulna radius alt;ulna_radius_alt;x-ray
umbrella	ms:ms ms-umbrella	f1ad	Household	374	accessory;bad weather;beach;clothing;cover;curved;element;equipment;forecast;gear;handle;Household;item;object;open;outdoor;pictogram;pole;portable;protection;rain;rainy day;safety;semicircle;shelter;shield;stick;sun;sunny;symbol;umbrella;weather;wet
unarchive	ms:ms ms-unarchive	e169	Communicate	1305	access;action;archive;arrow;box;button;command;Communicate;container;data;direction;document;extract;file;folder;graphic;icon;inbox;interface control;item;linear;mail;menu;move up;open folder;option;rectangle;restore;retrieve;square;storage;store;symbol;unarchive;undo;up;up arrow
undereye	ms:ms ms-undereye	eeb1	Social	8	anatomy;blink;body;closed eye;dash;dashed;eye;eyebrow;eyelashes;eyelid;eyes;face;facial;facial feature;human;human body;iris;looking;makeup;open eye;photo;pupil;retouch;see;seeing;sight;Social;undereye;view;visibility;vision;watching;wink
undo	ms:ms ms-undo	e166	UI actions	9405	action;arrow;back;backward;cancel;change;command;correction;curved;cycle;delete;editing;error;fix;go back;history;left;mail;mistake;operation;previous;redo;remove;repeat;restore;retrograde;return;reversal;revert;revise;rollback;rotate;step back;UI actions;un-do;undo
unfold_less	ms:ms ms-unfold_less	e5d6	UI actions	2406	arrow;arrows;chevron;close;collapse;collapse content;compact;compress;condense;contract;detail;direction;expand;expand less;expandable;fold;fold content;group;hide;inward;item;less;list;minimize;narrow;navigation;reduce;retract;section;shorter;shrink;smaller;switch;toggle;UI actions;unfold;unfold less;unfold_less;up;view less
unfold_less_double	ms:ms ms-unfold_less_double	f8cf	UI actions	559	arrow;arrows;arrows down;arrows inward;arrows pointing in;chevron;chevrons;close;collapse;compress;contract;decrease;direction;double;double arrows;expand;expandable;fold;inward;less;lessen;list;minimize;minimize application;minimize window;narrow;navigation;point;reduce;shrink;smaller;two arrows;UI actions;unfold;unfold less double;unfold_less_double;up;vertical arrows
unfold_more	ms:ms ms-unfold_more	e5d7	UI actions	5984	arrow;arrows;caret;chevron;collapse;control;data;direction;direction change;down;expand;expand less;expand more;expandable;fold;fold less;fold more;hide;hierarchy;indicator;less;list;more;navigation;reveal;sort;table;toggle;UI actions;unfold;unfold less;unfold more;unfold_more;up
unfold_more_double	ms:ms ms-unfold_more_double	f8d0	UI actions	748	action;additional;arrow;arrows;button;chevron;collapse;control;details;direction;double;down;dropdown;expand;expandable;filter;hide;indication;information;line;list;maximize;menu;minimize;more;navigation;open;pointer;show;sort;symbol;toggle;UI actions;unfold;unfold more double;unfold_more_double;up;vertical
ungroup	ms:ms ms-ungroup	f731	Text	50	adjust;arrangement;arrow;break apart;detach;disassociate;disconnect;disperse;dissolve;dissolve group;divide;division;edit;elements;export;external;group;grouping;items;modify;multiple;objects;organization;out;remove;right;scattered;section;separate;shapes;split;split group;Text;transform;ungroup;ungrouping
universal_currency	ms:ms ms-universal_currency	e9fa	Business	77	banking;bill;business;Business;card;cash;cent;coin;commerce;credit;currency;dollar;dollars;economy;euro;exchange;finance;financial;global;international;market;money;online;pay;payment;pound;symbol;trade;transaction;universal;universal currency;universal_currency;value;wealth;worldwide;yen
universal_currency_alt	ms:ms ms-universal_currency_alt	e734	Business	143	alt;banking;business;Business;card;cash;coin;commerce;conversion;credit;currency;currency symbol;dollars;economy;emblem;exchange;finance;financial;funds;global;international;investment;monetary;money;online;pay;payment;price;purchasing;rate;selling;shopping;sign;symbol;trade;transaction;universal;universal currency alt;universal_currency_alt;value;worldwide
universal_local	ms:ms ms-universal_local	e9fb	Maps	47	access;area;broad;context;coverage;current;data;destination;direction;domain;environment;filter;general;geographic;global;globalisation;international;local;localisation;location;map;Maps;mark;marker;narrow;nearby;pin;place;preference;range;regional;scope;settings;specific;spot;universal;universal local;universal_local;view;worldwide
unknown_2	ms:ms ms-unknown_2	f49f	Images	33	+;2;accessibility;add;adjust;adjustments;appearance;appearance mode;balance;brightness;circle;configuration;contrast;control;dark mode;decrease;display;divided circle;edit;editier;editing;filters;half circle;image editing;Images;increases;light mode;mode;monitor;options;photography;plus;preferences;screen;setting;settings;split circle;subtract;theme;toggle;unknown;unknown 2;unknown_2;view;vision;visual
unknown_5	ms:ms ms-unknown_5	e6a5	UI actions	60	5;adjust;adjustments;bar;basic;circle;collapse;contract;dash;decrease;delete;edit;editing;filters;fine;horizontal;less;line;minimize;minus;narrow;negative;reduce;remove;shorten;shrink;simple;stroke;subtract;thin;UI actions;unknown;unknown 5;unknown_5
unknown_7	ms:ms ms-unknown_7	f49e			7;unknown;unknown 7;unknown_7
unknown_document	ms:ms ms-unknown_document	f804	Text	180	?;assistance;business;clarification;data;doc;document;document type;file;file format;health;help;info;information;mark;mime type;mysterious;new;note;office;page;paper;punctuation;query;question;question mark;support;symbol;text;Text;unidentified;unknown;unknown document;unknown file;unknown_document;unread;unsure;what
unknown_med	ms:ms ms-unknown_med	eabd	UI actions	154	bar;basic;cancel;dash;dashes;decrease;delete;delimiter;divider;health;horizontal line;hyphen;less;line;med;minimal;minus;miss;missing;narrow;negative;reduce;remove;segment;separator;shorten;simple;slim;strike;strikethrough;stroke;subtract;thin;UI actions;unavailable;unknown;unknown med;unknown_med
unlicense	ms:ms ms-unlicense	eb05	Actions	26	access;Actions;attribution;certification;creative commons;degree;disabled;distribute;ecommerce;enabled;eternal;forever;free software;free use;freedom;guarantee;infinite;infinity symbol;legal;license;licensing;limitless;medal;modify;no copyright;no restrictions;off;on;open source;permission;permit;perpetual;premium;public domain;reuse;ribbon;rights;share;slash;unbound;unconstrained;unlicense;unlimited;unrestricted.;verification
unpaved_road	ms:ms ms-unpaved_road	f46d	Transit	22	adventure;automobile;bumpy;car;cars;converging lines;direction;directions;dirt;dirt road;ground;highway;journey;lines;map;maps;nature;navigation;outdoor;path;perspective;public;road;rough;route;rural;street;stripes;surface;traffic;trail;Transit;transportation;travel;travel path;uneven;unpaved;unpaved road;unpaved_road;vehicle;way
unpin	ms:ms ms-unpin	e6f9			unpin
unpublished	ms:ms ms-unpublished	f236	Actions	1480	Actions;analysis;analytics;approve;bar chart;bar graph;business;chart;check;circle;complete;dashboard;data;data visualization;disabled;done;enabled;financial;graph;growth;infographic;information;insights;mark;marketing;metrics;off;ok;on;performance;presentation;progress;report;results;review;sales;select;slash;statistics;summary;tick;trends;unpublished;validate;verified;visual data;yes
unsubscribe	ms:ms ms-unsubscribe	e0eb	Communicate	1070	account;action;cancel;circle;close;Communicate;communication;control;cross;data;delete;document;email;envelop;information;letters;list;mail;management;message;newsletter;notification;off;opt out;paper;preferences;remove;send;service;settings;shape;stop;subscribe;subscription;symbol;unsubscribe;x
upcoming	ms:ms ms-upcoming	f07e	Communicate	688	agenda;alarm;anticipation;appointment;calendar;coming;coming soon;Communicate;date;events;events list;forecast;forthcoming;future;future events;horizon;later;later date;list;mail;message;new events;next;not yet;notification;pending;plans;preview;schedule;still to come;timeline;upcoming
update	ms:ms ms-update	e923	Actions	8957	Actions;app;arrow;arrow circle;back;backwards;circle;circular;clock;counter-clockwise;cycle;data;download;forward;history;internet;load;loading;loop;process;program;progress;redo;refresh;reload;renewal;reverse;rotate;schedule;software;spin;sync;synchronize;system;technology;time;undo;update;upload;web
update_disabled	ms:ms ms-update_disabled	e075	Actions	473	Actions;arrow;back;backwards;blocked;cancelled;circle;clock;date;diagonal line;disabled;enabled;error;forbidden;forward;history;inactive;load;loading disabled;no access;no update;not available;not loading;not updating;not working;off;on;prohibited;refresh;refresh disabled;refresh off;reverse;rotate;schedule;slash;stopped;sync disabled;sync off;time;unavailable;update;update disabled;update_disabled
upgrade	ms:ms ms-upgrade	f0fb	Actions	2416	above;Actions;advance;arrow;ascent;better;direction;elevation;enhance;export;growth;higher;improve;increase;instal;level up;line;new version;next;progress;promotion;replace;rise;top;up;update;upgrade;upward
